address,address2,almond,beverageonly,city,co_brander_cd,combostore,country,county,dma_cd,drivein,dunkincardenabled,faxnumber,fri_hours,k_cup,lat,lng,loyalty,mobile,mon_hours,phonenumber,postal,recordid,sat_hours,sitetype,statename,sun_hours,thu_hours,tue_hours,turbooven,wed_hours,wireless
1202 S Park St,,,N,Carrollton,,N,US,Carroll,524,Y,Y,--,05:00-23:00,Y,33.555746,-85.072334,Y,Y,05:00-22:00,770-214-8233,30117,349925,05:00-23:00,SC,GA,06:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
2995 Highway 36 W,WilcoHess,,N,Jackson,WH,N,US,Butts,524,N,N,770-504-9201,24HOURS,Y,33.202516,-84.064308,,N,24HOURS,770-504-9206,30233,347077,24HOURS,HE,GA,24HOURS,24HOURS,24HOURS,N,24HOURS,E
3629 Mundy Mill Rd,,,N,Oakwood,,N,US,Hall,524,Y,Y,678-989-1821,05:00-23:00,Y,34.227512,-83.86799,Y,Y,05:00-23:00,678-971-4160,30566,349338,05:00-23:00,FS,GA,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,N
11 Donut Dr,,,N,Dawsonville,,N,US,Dawson,524,Y,Y,--,05:00-22:00,Y,34.359379,-84.043629,Y,Y,05:00-22:00,706-531-0022,30534,350336,05:00-22:00,FS,GA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
504 Queen City Pkwy,,,N,Gainesville,,N,US,Hall,524,Y,Y,678-972-5021,24HOURS,Y,34.29386,-83.82953,Y,Y,24HOURS,678-971-5020,30501,350245,24HOURS,FS,GA,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
2081 Hog Mountain Rd,,,N,Watkinsville,,Y,US,Oconee,524,Y,Y,706-769-5715,06:00-22:00,Y,33.87446,-83.43997,Y,Y,06:00-22:00,706-769-8363,30677,350168,06:00-22:00,EC,GA,06:00-22:00,06:00-22:00,06:00-22:00,Y,06:00-22:00,Y
12 Shorter Ave NW,,,N,Rome,BP,N,US,Floyd,524,Y,Y,--,05:00-23:00,Y,34.26083,-85.18249,Y,Y,05:00-22:00,706-232-6630,30165,350677,05:00-23:00,GC,GA,06:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
25 Morrison Moore Pkwy,,,N,Dahlonega,,N,US,Lumpkin,524,Y,Y,--,05:00-22:00,Y,34.526295,-83.979179,Y,Y,05:00-22:00,706-864-7446,30533,349924,05:00-22:00,EC,GA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
771 Prince Ave,,,N,Athens,,Y,US,Clarke,524,Y,Y,--,05:00-00:00,Y,33.961409,-83.390779,Y,Y,05:00-00:00,706-548-3444,30606,301816,05:00-00:00,FS,GA,05:00-00:00,05:00-00:00,05:00-00:00,Y,05:00-00:00,Y
4855 Maysville Rd,Flying J,,N,Commerce,,N,US,Jackson,524,N,Y,706-335-0011,24HOURS,Y,34.227541,-83.499404,Y,Y,24HOURS,706-335-9163,30529,349836,24HOURS,TN,GA,24HOURS,24HOURS,24HOURS,Y,24HOURS,E
1045 Gaines School Rd,Ste A,,N,Athens,,Y,US,Clarke,524,Y,Y,--,06:00-22:00,Y,33.9278,-83.33707,Y,Y,06:00-22:00,706-353-7166,30605,350737,06:00-22:00,EC,GA,06:00-22:00,06:00-22:00,06:00-22:00,Y,06:00-22:00,Y
600 Howard Simmons Rd,,,N,Ellijay,VAL,N,US,Gilmer,524,Y,Y,--,05:00-22:00,Y,34.65525,-84.4943,Y,Y,05:00-22:00,706-636-3865,30540,350603,05:00-22:00,GC,GA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
2111 US Hwy 41 NE,WilcoHess,,N,Calhoun,WH,N,US,Floyd,524,N,N,--,24HOURS,Y,34.558142,-84.936364,,N,24HOURS,706-625-5580,30701,347188,24HOURS,HE,GA,24HOURS,24HOURS,24HOURS,N,24HOURS,E
121 Tom Hill Sr Blvd,,,N,Macon,,Y,US,BIBB,503,Y,Y,478-953-1380,05:00-23:00,Y,32.900274,-83.687737,Y,Y,05:00-22:00,478-475-0770,31210,307475,05:00-23:00,EC,GA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
11156 Highway 106,WilcoHess,,N,Carnesville,WH,N,US,Franklin,567,N,N,--,24HOURS,Y,34.313983,-83.255322,,N,24HOURS,770-504-9206,30521,347757,24HOURS,HE,GA,24HOURS,24HOURS,24HOURS,N,24HOURS,E
8200 Appalachian Hwy,,,N,Mineral Bluff,MAR,N,US,Fannin,524,Y,Y,--,05:00-22:00,Y,34.89284,-84.26045,Y,Y,05:00-22:00,706-900-1515,30559,350951,05:00-22:00,GC,GA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1966 N Columbia St,Suite 12,,N,Milledgeville,,Y,US,Hancock,503,Y,Y,--,05:00-23:00,Y,33.106129,-83.252899,Y,Y,05:00-23:00,478-453-3330,31061,351651,05:00-23:00,FS,GA,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
10 Oxford Exchange Blvd,,,N,Oxford,,N,US,Calhoun,630,Y,Y,256-831-4696,05:00-23:00,Y,33.60863,-85.78597,Y,Y,05:00-22:00,256-831-4696,36203,350300,05:00-23:00,GC,AL,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
3111 Watson Blvd,,,N,Warner Robins,,Y,US,Houston,503,Y,Y,478-953-1380,05:00-23:00,Y,32.616588,-83.694446,Y,Y,05:00-22:00,478-953-1333,31093,340542,05:00-23:00,FS,GA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
604 Elbert St,,,N,Elberton,MAR,N,US,Elbert,567,Y,Y,706-213-2398,05:00-22:00,Y,34.104097,-82.853358,Y,Y,05:00-21:00,706-213-2398,30635,351984,06:00-22:00,GC,GA,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
2621 Manchester Expy,,,N,Columbus,,N,US,Muscogee,522,Y,Y,706-321-8250,24HOURS,Y,32.507295,-84.954796,Y,Y,24HOURS,706-323-8000,31904,330454,24HOURS,FS,GA,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
982 Macon St,Bldg 982,,N,Warner Robins,,N,US,Houston,503,N,N,--,06:00-17:00,Y,32.595061,-83.583471,,N,06:00-17:00,478-929-0690,31098,350060,08:00-16:00,ML,GA,09:00-15:00,06:00-17:00,06:00-17:00,Y,06:00-17:00,E
866 GA Hwy 96,Suite 101,,N,Warner Robins,,N,US,Houston,503,Y,Y,--,05:00-23:00,Y,32.553655,-83.668419,Y,Y,05:00-22:00,478-988-0377,31088,344356,05:00-23:00,EC,GA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
3201 Macon Rd,Ste A,,N,Columbus,,Y,US,Muscogee,522,Y,Y,--,05:00-22:00,Y,32.48118,-84.94262,Y,Y,05:00-22:00,706-984-8209,31906,350708,05:00-22:00,EC,GA,06:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,N
1523 Veterans Pkwy,Suite A,,N,Columbus,,Y,US,Muscogee,522,Y,Y,--,05:00-22:00,Y,32.475243,-84.988011,Y,Y,05:00-22:00,706-257-0305,31901,346411,05:00-22:00,EC,GA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
589 Battlefield Pkwy,,Y,N,Fort Oglethorpe,,N,US,Catoosa,575,Y,Y,--,05:00-23:00,Y,34.955041,-85.255015,Y,Y,05:00-22:00,706-956-8247,30742,348836,05:00-23:00,EC,GA,06:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
7647 E Brainerd Rd,,Y,N,Chattanooga,,N,US,Hamilton,575,N,Y,--,05:00-23:00,Y,35.01187,-85.15685,Y,Y,05:00-22:00,423-521-7264,37421,349815,05:00-23:00,FS,TN,06:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
2049 S College St,,,N,Auburn,,N,US,Lee,522,Y,Y,--,24HOURS,Y,32.566243,-85.501859,Y,Y,24HOURS,334-501-2233,36832,351005,24HOURS,FS,AL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
5311 Highway 153,,Y,N,Hixson,,N,US,Hamilton,575,Y,Y,--,05:00-23:00,Y,35.128364,-85.24337,Y,Y,05:00-22:00,423-710-1873,37343,348551,05:00-23:00,FS,TN,06:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
627 Signal Mountain Rd,,Y,N,Chattanooga,,N,US,Hamilton,575,Y,Y,423-531-3846,05:00-23:00,Y,35.096472,-85.328224,Y,Y,05:00-22:00,423-531-3845,37405,350100,05:00-23:00,FS,TN,06:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1068 Tiger Blvd,,,N,Clemson,,N,US,Anderson,567,N,Y,--,05:00-21:00,Y,34.690844,-82.835624,Y,Y,05:00-21:00,864-654-4459,29631,346516,05:00-21:00,FS,SC,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
2933 N Main St,,,N,Anderson,,N,US,Anderson,567,Y,Y,864-222-2991,05:00-21:00,Y,34.53224,-82.66667,Y,Y,05:00-21:00,864-222-2993,29621,350096,05:00-21:00,EC,SC,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,N
1286 Eighteen Mile Rd,,,N,Central,WLM,N,US,Pickens,567,N,Y,864-639-9920,06:00-20:00,Y,34.705748,-82.761782,Y,Y,06:00-20:00,864-639-9969,29630,347339,06:00-20:00,MM,SC,06:00-20:00,06:00-20:00,06:00-20:00,Y,06:00-20:00,Y
1807 E. Greenville St,Highway 81,,N,Anderson,,N,US,Anderson,567,N,Y,864-225-4945,05:00-21:00,Y,34.539104,-82.630671,Y,Y,05:00-21:00,864-225-5735,29621,345679,05:00-21:00,EC,SC,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
2632 Decatur Pike,,Y,N,Athens,SHL,N,US,McMinn,575,Y,Y,423-715-7146,05:00-23:00,Y,35.46475,-84.64546,Y,Y,05:00-22:00,423-252-0236,37303,350065,05:00-23:00,GC,TN,06:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
301 Sparkman Dr NW,University of Alabama,,N,Huntsville,SOD,N,US,Madison,691,N,N,--,07:00-21:00,,34.433446,-86.382421,,N,07:00-21:00,256-824-4587,35805,350746,10:00-16:00,CU,AL,10:00-16:00,07:00-21:00,07:00-21:00,Y,07:00-21:00,
5308 Calhoun Memorial Highway,,,N,Easley,,N,US,Anderson,567,Y,Y,864-859-6004,05:00-21:00,Y,34.826304,-82.563256,Y,Y,05:00-21:00,864-859-6005,29640,345551,05:00-21:00,FS,SC,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
1820 Gadsden Hwy,Ste 100,,N,Birmingham,,N,US,Jefferson,630,Y,Y,--,05:00-22:00,Y,33.60622,-86.63215,Y,Y,05:00-21:00,205-508-3683,35235,350246,05:00-22:00,EC,AL,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
89 E Main St,,,N,Sylva,,N,US,Jackson,567,Y,Y,--,24HOURS,Y,35.374279,-83.211879,Y,Y,24HOURS,828-354-4470,28779,351197,24HOURS,FS,NC,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
640 Dixie Lee Ave,WilcoHess,Y,N,Monteagle,WH,N,US,Marion,575,N,N,--,24HOURS,Y,35.232052,-85.824251,,N,24HOURS,931-924-5111,37356,349394,24HOURS,HE,TN,24HOURS,24HOURS,24HOURS,N,24HOURS,E
4366 Washington Rd,,,N,Evans,BRD,Y,US,COLUMBIA,520,Y,Y,706-364-1845,05:30-22:00,Y,33.540825,-82.134172,Y,Y,05:30-21:00,706-364-1843,30809,336382,06:00-22:00,FS,GA,06:00-21:00,05:30-21:00,05:30-21:00,Y,05:30-21:00,Y
2300 Center Point Pkwy,,,N,Center Point,,N,US,Jefferson,630,Y,Y,--,05:00-22:00,Y,33.646043,-86.684074,Y,Y,05:00-21:00,205-815-4211,35215,351897,05:00-22:00,FS,AL,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
777 Casino Dr,Harrah's Casino,,,Cherokee,,N,US,Swain,567,N,N,--,24HOURS,,35.466898,-83.307174,,N,24HOURS,828-497-7777,28719,349140,24HOURS,CS,NC,24HOURS,24HOURS,24HOURS,,24HOURS,E
3668 Wheeler Rd,Ste A,,N,Augusta,,N,US,Richmond,520,Y,Y,--,05:00-22:00,Y,33.482561,-82.09323,Y,Y,05:00-21:00,706-922-9555,30909,350278,06:00-22:00,EC,GA,06:00-21:00,05:00-22:00,05:00-21:00,Y,05:00-21:00,Y
3024 Washington Rd,,,N,Augusta,BRD,Y,US,Richmond,520,Y,Y,--,05:00-00:00,Y,33.512085,-82.046228,Y,Y,05:00-00:00,706-731-9697,30907,332138,06:00-00:00,FS,GA,06:00-00:00,05:00-00:00,05:00-00:00,Y,05:00-00:00,Y
1810 W Broadway Ave,,Y,N,Maryville,,N,US,Blount,557,Y,Y,865-233-7571,05:00-23:00,Y,35.730195,-83.996516,Y,Y,05:00-22:00,865-233-7570,37801,351064,05:00-23:00,FS,TN,06:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1551 Laurens Road,,,N,Greenville,,N,US,Anderson,567,Y,Y,--,05:00-21:00,Y,34.842289,-82.36019,Y,Y,05:00-19:00,864-241-2101,29607,345194,05:00-21:00,FS,SC,06:00-19:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
2903 N. Pleasantburg Dr,,,N,Greenville,,N,US,Anderson,567,Y,Y,864-879-7493,05:00-20:00,Y,34.886343,-82.392284,Y,Y,05:00-19:00,864-255-9522,29609,345196,06:00-20:00,FS,SC,06:00-19:00,05:00-20:00,05:00-19:00,Y,05:00-19:00,Y
2785 Carl T Jones Dr SE,Suite A,,N,Huntsville,,N,US,Madison,691,Y,Y,--,05:00-22:00,Y,34.673615,-86.539011,Y,Y,05:00-22:00,256-585-3512,35802,352103,05:00-22:00,EC,AL,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
101 S Main St,,,N,Mauldin,,N,US,Greenville,567,Y,Y,864-234-3213,05:00-22:00,Y,34.778632,-82.309607,Y,Y,05:00-22:00,864-234-3211,29662,349940,05:00-22:00,EC,SC,06:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
2930 Peach Orchard Rd,,,N,Augusta,,N,US,Richmond,520,Y,Y,--,05:00-21:00,Y,33.416803,-82.023238,Y,Y,05:00-21:00,706-303-4979,30906,352422,06:00-21:00,EC,GA,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
697 Fairview Rd,,,N,Simpsonville,,N,US,Greenville,567,N,Y,864-962-5007,05:00-21:00,Y,34.705493,-82.257262,Y,Y,05:00-21:00,864-962-5000,29680,346538,05:00-21:00,GC,SC,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
505 Brookwood Blvd,,,N,Homewood,,N,US,Jefferson,630,Y,Y,--,05:00-20:00,Y,33.46838,-86.77596,Y,Y,05:00-20:00,205-803-3530,35209,350970,05:00-20:00,EC,AL,05:00-20:00,05:00-20:00,05:00-20:00,Y,05:00-20:00,Y
2109 6th Ave S,,,N,Birmingham,,N,US,Jefferson,630,Y,Y,205-297-8777,05:00-21:00,Y,33.50772,-86.79865,Y,Y,05:00-20:00,205-297-8777,35233,349267,05:00-21:00,FS,AL,05:00-20:00,05:00-20:00,05:00-20:00,Y,05:00-20:00,Y
313 Cane Creek Rd,11A,,N,Warrior,,N,US,Jefferson,630,Y,Y,--,05:00-22:00,Y,33.81117,-86.82315,Y,Y,05:00-21:00,205-647-7700,35180,351255,05:00-22:00,IN,AL,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
520 N. Highway 25,,,N,Travelers Rest,,N,US,Greenville,567,Y,Y,864-834-5620,05:00-21:00,Y,34.980456,-82.425605,Y,Y,05:00-21:00,864-834-5620,29690,345195,05:00-21:00,FS,SC,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,N
2423 Wade Hampton Blvd,,,N,Greenville,,N,US,Greenville,567,Y,Y,--,05:00-20:30,Y,34.893253,-82.345294,Y,Y,05:00-20:00,864-244-2272,29615,302065,05:00-20:30,FS,SC,06:00-20:00,05:00-20:00,05:00-20:00,Y,05:00-20:00,Y
480 Cahaba Valley Rd,Suite A,,N,Pelham,,N,US,Shelby,630,Y,Y,--,05:00-22:00,Y,33.334672,-86.784225,Y,Y,05:00-22:00,205-988-3664,35124,348712,05:00-22:00,EC,AL,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1779 Woodruff Rd.,,,N,Greenville,,N,US,GREENVILLE,567,Y,Y,864-254-0035,05:00-21:00,Y,34.822066,-82.284543,Y,Y,05:00-21:00,864-254-0035,29607,330220,05:00-21:00,EC,SC,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
8025 Vaughn Rd,,,N,Montgomery,,N,US,Montgomery,698,Y,Y,--,05:00-22:00,Y,32.339371,-86.177405,Y,Y,05:00-22:00,334-260-7700,36116,350466,05:00-22:00,FS,AL,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1021 Highway 321 N,,Y,N,Lenior City,,N,US,Loudon,557,Y,Y,--,05:00-22:00,Y,35.82747,-84.276622,Y,Y,05:00-22:00,865-988-3132,37771,348004,05:00-22:00,EC,TN,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
101 The Parkway,,,N,Greenville,,N,US,Greenville,567,Y,Y,864-288-2089,05:00-21:00,Y,34.861127,-82.262186,Y,Y,05:00-20:00,864-288-2088,29615,345207,05:00-21:00,EC,SC,06:00-20:00,05:00-20:00,05:00-20:00,Y,05:00-20:00,Y
812 Parkway Ste 106,,Y,N,Gatlinburg,,N,US,Sevier,557,N,Y,--,06:00-23:00,Y,35.71101,-83.51874,Y,Y,06:00-11:00,865-325-1500,37738,349759,06:00-23:00,IN,TN,06:00-23:00,06:00-23:00,06:00-11:00,Y,06:00-11:00,Y
1600 County Rd 437,WilcoHess,,N,Cullman,WH,N,US,Cullman,630,N,N,--,24HOURS,,34.05676,-86.865066,,N,24HOURS,256-255-5638,35055,352847,24HOURS,TN,AL,24HOURS,24HOURS,24HOURS,N,24HOURS,
1221B Memorial Pkwy NW,,,N,Huntsville,,N,US,Madison,691,Y,Y,256-715-0421,05:00-22:00,Y,34.74357,-86.60118,Y,Y,05:00-22:00,256-715-0416,35801,350451,05:00-22:00,EC,AL,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
615 N Watt Rd,,Y,N,Knoxville,,N,US,Knox,557,N,N,865-692-7444,24HOURS,,35.87323,-84.235143,,N,24HOURS,865-531-7676,37934,349223,24HOURS,TN,TN,24HOURS,24HOURS,24HOURS,N,24HOURS,E
9411 Northshore Dr,,Y,N,Knoxville,,N,US,Anderson,557,Y,Y,865-690-4865,05:00-22:00,Y,35.863695,-84.064453,Y,Y,05:00-22:00,865-690-4822,37922,347325,05:00-22:00,EC,TN,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
2000 GSP Dr,Greenville-Spartanburg Airport,,N,Greer,,N,US,Spartanburg,567,N,Y,--,04:00-22:00,,34.890155,-82.217088,,N,04:00-22:00,864-655-5362,29651,351122,04:00-22:00,AI,SC,04:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,
1129 W. Wade Hampton Blvd,,,N,Greer,,N,US,Greenville,567,Y,Y,869-879-2893,05:00-21:00,Y,34.942805,-82.255484,Y,Y,05:00-21:00,864-879-2892,29650,344963,05:00-21:00,FS,SC,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
574 Bettis Academy Rd,WilcoHess,,N,Graniteville,WH,N,US,Aiken,520,N,N,--,24HOURS,Y,33.605202,-81.843123,,N,24HOURS,803-663-6674,29829,350218,24HOURS,HE,SC,24HOURS,24HOURS,24HOURS,N,24HOURS,
715 Campbell Station Rd,Units 101 & 102,Y,N,Knoxville,,N,US,Knox,557,N,Y,865-675-0755,05:00-23:00,Y,35.897138,-84.175905,Y,Y,05:00-22:00,865-671-4110,37934,346663,05:00-23:00,EC,TN,06:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
2209 Parkway,,Y,N,Pigeon Forge,,N,US,Sevier,557,N,Y,--,24HOURS,Y,35.81612,-83.57794,Y,Y,24HOURS,423-839-5954,37863,350441,24HOURS,FS,TN,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
423 N Cedar Bluff Rd,,Y,N,Knoxville,BRD,N,US,KNOX,557,Y,Y,865-690-8281,05:00-23:00,Y,35.923589,-84.094769,Y,Y,05:00-22:00,865-690-4670,37923,300248,05:00-23:00,FS,TN,06:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
311 W Oglethorpe Blvd,,,N,Albany,,N,US,Dougherty,525,Y,Y,--,05:00-22:00,Y,31.575887,-84.154739,Y,Y,05:00-22:00,229-496-1150,31701,352697,05:00-22:00,GC,GA,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
7114 Kingston Pike,,Y,N,Knoxville,,N,US,Knox,557,N,Y,865-212-9909,05:00-22:00,Y,35.930644,-84.026063,Y,Y,05:00-22:00,865-212-9906,37919,346922,05:00-22:00,FS,TN,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
103 Brookridge Dr,Suite B,,N,Madison,,N,US,Madison,691,Y,Y,--,05:00-22:00,Y,34.75104,-86.75317,Y,Y,05:00-22:00,256-721-7850,35758,350337,05:00-22:00,EC,AL,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
7618 Chapman Hwy,,Y,N,Knoxville,,N,US,Knox,557,Y,Y,--,24HOURS,Y,35.906778,-83.834234,Y,Y,24HOURS,865-249-6784,37920,350297,24HOURS,FS,TN,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
3526 Richland Ave W,,,N,Aiken,,N,US,Aiken,520,Y,Y,803-649-0125,05:00-21:00,Y,33.564358,-81.76383,Y,Y,05:00-21:00,803-649-0124,29801,346996,06:00-21:00,EC,SC,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
10631 Hardin Valley Rd,,,N,Knoxville,,N,US,Knox,557,Y,Y,--,05:00-23:00,Y,35.951323,-84.155748,Y,Y,05:00-22:00,865-337-7961,37932,352640,05:00-23:00,EC,TN,06:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1520 E Main St,,,N,Duncan,,N,US,Spartanburg,567,Y,Y,--,05:00-21:00,Y,34.910112,-82.103877,Y,Y,05:00-21:00,864-486-0846,29334,346640,05:00-21:00,GC,SC,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
2178 Eastern Valley Rd,,,N,Bessemer,SHL,N,US,Jefferson,630,Y,Y,205-425-1333,05:00-20:00,Y,33.335464,-86.995803,Y,Y,05:00-20:00,205-425-1333,35022,349273,06:00-20:00,GC,AL,06:00-20:00,05:00-20:00,05:00-20:00,Y,05:00-20:00,Y
330 Winfield Dunn Pkwy,,Y,N,Sevierville,,N,US,Sevier,557,Y,Y,--,24HOURS,Y,35.872437,-83.569028,Y,Y,24HOURS,865-286-5515,37876,348711,24HOURS,FS,TN,24HOURS,24HOURS,24HOURS,Y,24HOURS,N
1909B Whiskey Rd,,,N,Aiken,,Y,US,Aiken,520,Y,Y,803-641-9588,05:00-22:00,Y,33.522244,-81.719313,Y,Y,05:00-22:00,803-641-9588,29803,349446,05:00-22:00,EC,SC,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
754 Upward Rd,,,N,Flat Rock,MAR,N,US,Henderson,567,Y,Y,828-693-1463,24HOURS,Y,35.297736,-82.40563,Y,Y,24HOURS,828-693-1416,28731,349440,24HOURS,GC,NC,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
2417 Reidville Rd,,,N,Spartanburg,,N,US,Spartanburg,567,Y,Y,--,05:00-22:00,Y,34.91995,-81.994431,Y,Y,05:00-22:00,864-408-8953,29301,352435,05:00-22:00,FS,SC,06:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
4234 Highway 127 N,,Y,N,Crossville,,N,US,Cumberland,557,Y,Y,--,06:00-21:00,Y,36.005365,-85.044774,Y,Y,06:00-21:00,931-337-0600,38571,351928,06:00-21:00,GC,TN,06:00-21:00,06:00-21:00,06:00-21:00,Y,06:00-21:00,Y
305 Smokey Park Hwy,,,N,Asheville,,N,US,Buncombe,567,Y,Y,--,24HOURS,Y,35.560464,-82.637287,Y,Y,24HOURS,828-670-0048,28806,346954,24HOURS,FS,NC,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
3422 Winfield Dunn Pkwy,,Y,N,Kodak,,N,US,Sevier,557,Y,Y,--,24HOURS,Y,35.978271,-83.607328,Y,Y,24HOURS,865-465-3555,37764,349088,24HOURS,GC,TN,24HOURS,24HOURS,24HOURS,Y,24HOURS,N
1975 Hendersonville Rd,,,N,Asheville,,N,US,Buncombe,567,Y,Y,828-684-5038,05:00-22:00,Y,35.48951,-82.52422,Y,Y,05:00-22:00,828-684-6048,28803,345310,05:00-22:00,FS,NC,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
648 Hendersonville Rd,WilcoHess,,,Asheville,WH,N,US,Buncombe,567,N,N,--,06:00-00:00,,35.549248,-82.535173,,N,06:00-23:00,828-274-5099,28803,351553,06:00-00:00,HE,NC,07:00-23:00,06:00-23:00,06:00-23:00,,06:00-23:00,
779 Biltmore Ave,,,N,Asheville,,N,US,Buncombe,567,N,Y,828-251-4542,05:00-22:00,Y,35.569739,-82.545245,Y,Y,05:00-21:00,828-251-4542,28803,344736,05:00-22:00,GC,NC,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
411 Merrimon Ave,,,N,Asheville,,N,US,Buncombe,567,N,Y,828-251-8224,05:00-22:00,Y,35.613254,-82.555099,Y,Y,05:00-21:00,828-251-8224,28804,344727,05:00-21:00,GC,NC,06:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
2221 SC Highway 773,WilcoHess,,N,Prosperity,WH,N,US,Newberry,546,N,N,--,24HOURS,Y,34.233785,-81.465252,,N,24HOURS,--,29127,347691,24HOURS,HE,SC,24HOURS,24HOURS,24HOURS,N,24HOURS,E
3663 Roy Messer Hwy,WilcoHess,Y,N,White Pine,WH,N,US,Jefferson,557,N,N,--,24HOURS,Y,36.109219,-83.338021,,N,24HOURS,865-674-2900,37890,347194,24HOURS,HE,TN,24HOURS,24HOURS,24HOURS,N,24HOURS,E
980 S Jefferson Ave,,Y,N,Cookeville,,N,US,Putnam,659,Y,Y,--,06:00-23:00,Y,36.13861,-85.500875,Y,Y,06:00-22:00,931-854-1450,38501,349724,06:00-23:00,FS,TN,06:00-22:00,06:00-22:00,06:00-22:00,Y,06:00-22:00,Y
606 Fair Rd,,,N,Statesboro,BRD,Y,US,BULLOCH,507,Y,Y,--,05:30-23:30,Y,32.431928,-81.779861,Y,Y,05:30-23:30,912-681-1227,30458,360623,05:30-23:30,EC,GA,05:30-23:30,05:30-23:30,05:30-23:30,Y,05:30-23:30,Y
523 W Main St,WilcoHess,,N,Forest City,WH,N,US,Rutherford,567,N,N,--,24HOURS,Y,35.339712,-81.876608,,N,24HOURS,828-247-8711,28043,347758,24HOURS,HE,NC,24HOURS,24HOURS,24HOURS,N,24HOURS,E
